,length,diameter,height,wholeWeight,shuckedWeight,visceraWeight,shellWeight,classRings,sex
65,-0.8414922023654611,-0.9990068089587189,-0.9019283166212082,-1.0872229490721272,-0.8924267464923326,-1.0873326278548319,-1.1236937870942794,-0.8942731732921371,1
70,-0.062248940237860165,-0.1693323910208003,-0.614515080375701,-0.4782022521377269,-0.7578535389992824,-0.4533027702765857,-0.05328524924974949,0.7584232572719479,1
73,0.08385917141106393,0.48255465164470696,0.6788444827290797,0.4114143679915807,0.18415891345206734,0.43338560197569836,0.7495211541336476,0.09734468504631395,1
76,0.3273726908259392,0.4232921932205699,-0.32710184413019383,-0.10088576450821157,-0.3160048410637684,-0.25308281525187676,0.2525457615629731,-0.56373388717932,1
84,0.18126457917701405,0.1269799010998851,-0.32710184413019383,0.04578937716185311,-0.23750380335948917,0.004342841208464277,0.596605648727286,1.088962543384765,1
86,0.6195889141237896,0.3047672763722964,-0.32710184413019383,0.4326716349002858,0.22228798890843152,-0.10053427809019334,0.9024366595400092,0.7584232572719479,1
87,-0.013546236354885105,0.008454984251610937,0.24772462836081974,-0.26988103643241695,-0.4595495957230216,-0.0766985691586803,-0.16797187830452062,-0.23319460106650305,1
90,0.03515646752808887,-0.1693323910208003,-0.4708084622529474,-0.38254455104855395,-0.4124489731004541,-0.45806991206288833,-0.206200754656111,1.419501829497582,1
91,-0.062248940237860165,0.008454984251610937,-0.03968860788468746,-0.5026481090827376,-0.5649652749259109,-0.6010841656519665,-0.16797187830452062,0.42788397115913096,1
92,0.3273726908259392,0.3047672763722964,0.6788444827290797,0.26261349963064506,-0.14105967132280328,0.36664561696746184,0.8259789068368284,0.7584232572719479,1
94,1.3014267684854393,1.4307539864309002,1.1099643370973404,1.0682639154705675,0.6955371019256572,1.2104297131430228,1.5523275575170448,1.419501829497582,1
95,1.00921054518759,1.134441694310215,1.2536709552200942,1.306345304848064,0.6394649321368866,1.6442396156965589,1.5140986811654544,1.088962543384765,1
96,-0.25705975576976037,-0.050807474172526144,-0.03968860788468746,-0.5664199098088529,-0.7354246710837743,-0.7345641356684393,-0.2444296310077014,-0.56373388717932,1
97,-0.8901949062484361,-0.7619569752621705,-0.614515080375701,-0.9958167013646954,-0.9821422181543659,-0.7965369788903731,-1.0472360343910987,-0.8942731732921371,1
98,-0.8901949062484361,-0.8212194336863076,-0.614515080375701,-0.9968795647101307,-1.0404572747346874,-0.7870026953177679,-0.8943205289847372,-1.224812459404954,1
101,-0.11095164412083522,-0.050807474172526144,-0.18339522600744107,-0.315584160286133,-0.470764029680776,-0.22924710632036346,-0.206200754656111,1.419501829497582,1
102,-0.30576245965273546,-0.050807474172526144,0.24772462836081974,-0.23055509265131263,-0.5245933126779958,-0.4914399045670068,0.40546126696933465,1.419501829497582,1
103,-0.30576245965273546,-0.2878573078690745,-0.32710184413019383,-0.5685456364997232,-0.549265067385055,-0.45806991206288833,-0.5884895181720146,-0.23319460106650305,1
104,0.4247780985918893,0.3640297347964328,0.24772462836081974,0.38696851104656976,0.28957459265495655,0.23793278873729148,0.481919019672515,0.42788397115913096,1
110,-0.6466813868335608,-0.5249071415656221,-0.7582216984984547,-0.956490757583591,-0.8767265389514767,-0.7727012699588601,-0.9707782816879179,-0.56373388717932,1
111,-0.9388976101314106,-0.9397443505345817,-1.3330481709894686,-1.1913835569247821,-1.170544708644636,-1.0348940682055034,-0.8178627762815567,-0.56373388717932,1
113,-1.3285192411952111,-1.058269267382856,-1.3330481709894686,-1.2721611711778615,-1.3589471991349058,-1.4544025454001324,-0.8943205289847372,-0.56373388717932,1
117,-1.182411129546286,-1.1767941842311294,-1.3330481709894686,-1.2530296309600268,-1.3567043123433549,-1.1445383292904632,-0.8943205289847372,-0.23319460106650305,1
119,-1.5233300567271109,-1.591631393200089,-1.9078746434804823,-1.5538199577182035,-1.4284766896729817,-1.4877725379042506,-1.5059825506101827,-0.8942731732921371,1
123,-1.8642489839079361,-2.065731060593185,-2.1952878797259894,-1.6526662488436823,-1.5383781424589722,-1.568813948271395,-1.6206691796649537,-1.555351745517771,1
128,1.3501294723684143,1.134441694310215,0.24772462836081974,1.56036964440709,0.8839395924159273,0.4572213109072114,1.972845197384539,2.74165897394885,1
130,0.3273726908259392,0.48255465164470696,0.3914312464835733,0.5750953231886097,0.2267737624915332,0.6431398405730131,0.9788944122431895,2.080580401723216,1
137,-2.1077625033228116,-2.184255977441459,-1.764168025357729,-1.6813635591704341,-1.5204350481265656,-1.7738010450824067,-1.6741896065571804,-0.56373388717932,1
139,-1.815546280024961,-1.8286812268966375,-1.6204614072349754,-1.5697629078997324,-1.5114635009603623,-1.506841105049461,-1.4486392360827973,-0.56373388717932,1
142,0.8631024335386648,0.9566543190378036,1.1099643370973404,0.7504677751854266,0.3860187246916425,0.8624283627429324,1.2579652096097993,1.750041115610399,1
143,-0.013546236354885105,0.18624235952402218,0.10401801023806613,-0.41336758806617624,-0.41693474668355573,-0.2435485316792713,-0.30177294553508693,0.09734468504631395,1
144,-0.8414922023654611,-0.7619569752621705,-0.614515080375701,-1.0075081981644833,-1.0112997464445266,-0.9443183742657538,-0.8560916526331468,-0.23319460106650305,1
146,-0.9876003140143857,-1.058269267382856,-0.9019283166212082,-1.0128225148916594,-0.9372844823233493,-1.025359784632898,-0.9593096187824408,-0.23319460106650305,1
150,0.27866998694296413,0.4232921932205699,-0.18339522600744107,0.13081844479667348,0.03837127200126329,0.4429198855483036,0.3290035142661539,1.419501829497582,1
155,-0.45187057130166064,-0.40638222471734803,-0.614515080375701,-0.5727970898814644,-0.5066502183455891,-0.8060712624629783,-0.5502606418204242,-0.23319460106650305,1
157,0.8143997296556897,0.541817110068844,1.8284974277111077,1.1107784492879775,0.5071346114353876,0.438152743762001,2.6991938480647555,1.750041115610399,1
160,0.4247780985918893,0.3047672763722964,0.3914312464835733,0.13719562486928524,-0.05134419966077011,0.304672773745528,0.443690143320925,0.7584232572719479,1
162,0.4734808024748644,0.541817110068844,0.6788444827290797,0.5378951060983757,0.4981630642691842,0.7766198105894855,0.481919019672515,0.42788397115913096,1
172,-0.3544651635357105,-0.050807474172526144,0.10401801023806613,0.1563271650871196,0.23798819644928737,0.16642566194275266,0.023172503453430842,-0.8942731732921371,1
179,0.18126457917701405,0.4232921932205699,-0.03968860788468746,-0.04561687054557856,-0.21507493544398082,0.009109982994766619,0.5201478960241054,0.09734468504631395,1
180,0.08385917141106393,0.48255465164470696,0.8225511008518333,-0.11045153461712898,-0.15227410528055768,-0.14820569595321914,0.0996302561566116,1.088962543384765,1
185,0.5708862102408145,0.6010795684929812,1.1099643370973404,0.4815633487903073,0.5048917246438365,0.7718526688031829,0.5583767723756957,0.7584232572719479,1
190,0.5221835063578394,0.48255465164470696,0.8225511008518333,0.3572083373743826,0.23125953607463487,0.009109982994766619,0.3290035142661539,0.7584232572719479,1
191,0.4734808024748644,0.541817110068844,0.535137864606327,0.06598378072512306,-0.06255863361852429,0.23793278873729148,0.596605648727286,0.42788397115913096,1
192,0.18126457917701405,0.1269799010998851,-0.03968860788468746,-0.13702311825301022,-0.7040242560020624,-0.3245899420464156,0.596605648727286,1.088962543384765,1
195,-0.5979786829505858,-0.40638222471734803,0.10401801023806613,-0.46651075533793895,-0.39002010518494573,-0.5915498820793613,-0.28265850735929177,0.42788397115913096,1
197,0.7656970257727147,0.7196044853412553,0.9662577189745869,0.663312980859736,0.0518285927505683,0.4572213109072114,1.3994120521106836,1.750041115610399,1
198,-0.013546236354885105,0.1269799010998851,0.24772462836081974,-0.14765175170736278,-0.004243577038202326,-0.3579599345505336,-0.16797187830452062,1.419501829497582,1
199,0.2299672830599891,0.2455048179481593,0.9662577189745869,-0.14765175170736278,-0.3115190674806667,-0.02426000950935163,0.023172503453430842,-0.23319460106650305,1
201,-0.5979786829505858,-0.4656446831414851,0.3914312464835733,-0.3538472407218022,-0.8027112748302991,-0.10053427809019334,0.023172503453430842,0.7584232572719479,1
204,-1.3772219450781862,-1.2360566426552666,-1.0456349347439615,-1.3231786117587536,-1.1750304822277375,-1.3781282768192906,-1.2383804161490504,-0.8942731732921371,1
211,-2.205167911088761,-2.2435184358655964,-1.764168025357729,-1.7228152296424089,-1.6034218594139464,-1.6593896422111443,-1.6971269323681346,-1.224812459404954,1
213,-0.5979786829505858,-0.40638222471734803,-0.32710184413019383,-0.7991869824591733,-0.8610263314106207,-0.7631669863862549,-0.5884895181720146,-0.56373388717932,1
215,-0.11095164412083522,-0.40638222471734803,-0.32710184413019383,-0.40167609126638854,-0.8475690106613158,-0.4962070463533092,-0.206200754656111,-0.23319460106650305,1
216,-1.0850057217803357,-1.058269267382856,-0.614515080375701,-1.1297374828895372,-1.1615731614784326,-0.9967569339150825,-1.1236937870942794,-0.8942731732921371,1
218,-0.8901949062484361,-0.9397443505345817,-0.4708084622529474,-1.0425826885638465,-1.1952164633516948,-0.9586197996246616,-0.8943205289847372,-0.23319460106650305,1
230,-0.062248940237860165,0.06771744267574803,-0.4708084622529474,-0.3304642471222266,-0.43487784101596244,-0.5057413299259144,-0.05328524924974949,0.7584232572719479,1
231,0.03515646752808887,0.008454984251610937,0.6788444827290797,-0.18910342217933782,-0.5515079541766058,-0.21494568096145564,0.3290035142661539,1.088962543384765,1
240,0.03515646752808887,-0.1693323910208003,0.24772462836081974,-0.10407435454451745,-0.3743198976440901,0.028178550139977047,-0.05328524924974949,2.080580401723216,1
251,0.27866998694296413,0.3640297347964328,0.8225511008518333,0.2806821765030443,-0.05582997324387178,0.6193041316415,0.596605648727286,0.7584232572719479,1
254,0.37607539470891427,0.6603420269171182,0.3914312464835733,0.5315179260257644,0.2335024228661857,0.5907012809236843,0.443690143320925,1.419501829497582,1
255,-0.013546236354885105,0.1269799010998851,0.6788444827290797,0.04153792378011209,-0.22180359581863332,-0.08623285273128552,0.6730634014304668,1.419501829497582,1
256,-0.013546236354885105,0.1269799010998851,0.9662577189745869,0.16695579854147238,-0.23526091656793835,-0.3865627852683495,0.9788944122431895,2.74165897394885,1
257,-0.1596543480038103,0.2455048179481593,0.24772462836081974,-0.19973205563369037,-0.4124489731004541,-0.47713847920809876,0.481919019672515,-0.23319460106650305,1
262,-0.30576245965273546,-0.2285948494449374,0.3914312464835733,-0.2061092357063019,-0.5111359919286909,0.22363136337838366,-0.28265850735929177,0.09734468504631395,1
264,-2.8383030615674363,-2.8361430201069666,-2.0515812616032356,-1.8514216944400748,-1.733509293323895,-1.7881024704413147,-1.850042437774496,-1.555351745517771,1
266,-0.40316786741868554,0.1269799010998851,-0.03968860788468746,-0.20504637236086654,-0.32049061464687006,-0.28168566596969186,-0.35911626006247255,1.088962543384765,1
267,-2.0590597994398365,-1.9472061437449109,-1.189341552866715,-1.4857967036103474,-1.3925905010081683,-1.4496354036138297,-1.4639307866234335,-0.8942731732921371,1
268,-0.8901949062484361,-0.5841695999897593,-0.03968860788468746,-0.7566724486417634,-0.9619562370304083,-1.2112783142986996,-0.206200754656111,-0.56373388717932,1
271,0.27866998694296413,0.7196044853412553,1.3973775733428477,0.41566582137332175,-0.09395904870023573,0.5239612959154479,0.6730634014304668,1.750041115610399,1
272,0.5708862102408145,0.541817110068844,1.5410841914656004,0.48368907548117807,-0.20386050148622664,0.33327562446334363,0.787750030485238,1.088962543384765,1
273,0.6682916180067646,0.7788669437653923,2.115910663956615,1.134161442887553,0.5699354415988109,1.1246211609895758,1.2847254230559124,1.419501829497582,1
274,0.6682916180067646,0.8973918606136666,0.10401801023806613,0.5687181431159984,-0.10068770907488848,-0.17680854667103504,0.9788944122431895,0.7584232572719479,1
283,-0.744086794599511,-0.5249071415656221,-0.32710184413019383,-0.7694268087869864,-0.9170985011993916,-0.8442083967533992,-0.43557401276565305,1.088962543384765,1
284,-0.45187057130166064,-0.7026945168380334,0.6788444827290797,-0.07431418087233031,-0.4842213504300808,-0.5486456060026379,0.21431688521138273,1.088962543384765,1
286,-0.30576245965273546,-0.050807474172526144,0.10401801023806613,-0.6216888037714859,-0.6501949730048423,-0.53434418064373,-0.5884895181720146,-0.23319460106650305,1
288,-1.182411129546286,-0.9990068089587189,-0.7582216984984547,-1.0925372657993035,-1.3499756519687025,-1.278018299306936,-0.7031761472267856,-0.56373388717932,1
290,-0.20835705188678533,-0.050807474172526144,0.8225511008518333,0.009652023417054687,-0.22180359581863332,0.09968567693451615,0.3290035142661539,2.080580401723216,1
292,0.4734808024748644,0.4232921932205699,0.3914312464835733,0.26473922632151536,-0.022186671370609257,0.047247117285187476,0.2525457615629731,1.419501829497582,1
298,-0.695384090716536,-0.5249071415656221,-0.32710184413019383,-0.9405478074020623,-0.9484989162811033,-0.8394412549670967,-1.0090071580395084,0.09734468504631395,1
299,-1.8642489839079361,-1.8879436853207738,-1.3330481709894686,-1.610151715026272,-1.5361352556674217,-1.497306821476856,-1.5824403033133634,-0.56373388717932,1
302,-1.8642489839079361,-1.8879436853207738,-1.476754789112222,-1.571888634590603,-1.464362878337795,-1.4877725379042506,-1.5900860785836815,-0.8942731732921371,1
303,-1.9616543916738862,-2.006468602169048,-1.476754789112222,-1.6462890687710707,-1.545106802833625,-1.5831153736303027,-1.6092005167594767,-1.555351745517771,1
307,0.8143997296556897,0.8973918606136666,2.547030518324875,1.1692359332869167,0.17070159270276256,1.4630882278170603,1.9346163210329486,0.7584232572719479,1
308,-0.11095164412083522,-0.34711976629321156,-0.7582216984984547,-0.49095661228294996,-0.818411482371155,-0.4962070463533092,-0.6649472708751951,1.088962543384765,1
309,0.08385917141106393,-0.050807474172526144,-0.18339522600744107,-0.1827262421067263,-0.1814316335707183,0.19026137087426542,-0.05328524924974949,-0.23319460106650305,1
311,-0.013546236354885105,0.008454984251610937,-0.32710184413019383,-0.04349114385470805,0.04509993237591555,-0.10530141987649594,-0.12974300195293026,1.088962543384765,1
312,0.3273726908259392,0.18624235952402218,1.2536709552200942,0.7207076015132395,0.11911519649709336,1.0292783252635236,0.481919019672515,2.74165897394885,1
317,-1.0850057217803357,-1.058269267382856,-1.476754789112222,-1.3263672017950592,-1.2849319350137283,-1.0873326278548319,-1.2383804161490504,-0.23319460106650305,1
322,-1.718140872259011,-1.532368934775952,-1.476754789112222,-1.5028025171373114,-1.464362878337795,-1.3399911425288697,-1.3912959215554117,0.09734468504631395,1
324,-2.205167911088761,-2.065731060593185,-1.3330481709894686,-1.6356604353167181,-1.5226779349181168,-1.5211425304083688,-1.5824403033133634,-1.224812459404954,1
327,-0.5005732751846357,-0.4656446831414851,-0.614515080375701,-0.7396666351147994,-0.7309388975006724,-0.46760419563549355,-0.5884895181720146,0.42788397115913096,1
328,-1.9616543916738862,-1.7101563100483632,-1.3330481709894686,-1.5952716281901784,-1.5540783499998283,-1.5497453811261845,-1.429524797907002,-0.8942731732921371,1
330,-0.5979786829505858,-0.7026945168380334,0.10401801023806613,-0.8417015162765835,-0.9843851049459167,-0.5200427552848222,-0.6267183945236048,0.42788397115913096,1
335,0.5708862102408145,0.3047672763722964,1.1099643370973404,0.7440905951128148,0.6170360642213782,0.9720726238278924,0.5583767723756957,0.09734468504631395,1
336,0.37607539470891427,0.4232921932205699,1.1099643370973404,0.20415601563170596,-0.134331010948151,0.47628987805242184,0.3290035142661539,1.088962543384765,1
337,0.27866998694296413,0.1269799010998851,0.9662577189745869,0.6197355836968906,0.17967313986896566,0.5763998555647766,1.0935810412979605,1.750041115610399,1
338,0.5708862102408145,0.4232921932205699,0.9662577189745869,0.7090161047134516,0.7695523660468351,1.0435797506224316,0.36723239061774426,0.7584232572719479,1
340,0.13256187529403898,0.18624235952402218,-0.18339522600744107,0.36889983417417055,0.6641366868439456,0.11398710229342397,0.13785913250820198,1.088962543384765,1
342,0.5708862102408145,0.3047672763722964,0.9662577189745869,0.6006040434790558,0.6551651396777423,0.8671955045292351,0.2907746379145635,0.42788397115913096,1
345,-0.695384090716536,-0.5841695999897593,-0.32710184413019383,-0.6046829902445219,-0.6883240484612065,0.028178550139977047,-0.7796338999299662,0.7584232572719479,1
349,0.4734808024748644,0.48255465164470696,-0.03968860788468746,0.44330026835463815,0.5699354415988109,0.28560420660031755,-0.015056372898159115,1.088962543384765,1
352,0.08385917141106393,0.2455048179481593,-0.32710184413019383,-0.08069136094494185,0.06080013991677164,-0.08623285273128552,-0.28265850735929177,0.42788397115913096,1
353,0.18126457917701405,0.18624235952402218,0.535137864606327,-0.1306459381803987,-0.11190214303264266,0.41431703483048793,-0.47380288911724344,-0.56373388717932,1
354,0.7169943218897397,0.8973918606136666,0.535137864606327,0.6027297701699261,0.3411609888606258,0.6717426912908288,0.443690143320925,1.750041115610399,1
356,1.1066159529535402,1.0159167774619406,0.9662577189745869,1.2659564977215245,1.1687862149428832,1.1484568699210889,0.8642077831884187,0.7584232572719479,1
360,0.4247780985918893,0.6010795684929812,0.8225511008518333,0.5006948890081422,0.21107355495067734,0.6812769748634334,0.5201478960241054,2.411119687836033,1
365,0.6682916180067646,0.8973918606136666,0.24772462836081974,0.05216655723446487,-0.05134419966077011,0.2713027812414097,0.5583767723756957,2.74165897394885,1
366,0.18126457917701405,0.3047672763722964,-0.18339522600744107,-0.2220521858878306,0.03388549841816162,-0.47713847920809876,-0.12974300195293026,0.09734468504631395,1
368,0.6682916180067646,0.6010795684929812,0.8225511008518333,0.2944993999937025,0.11238653612244061,0.5811669973510791,0.2525457615629731,0.42788397115913096,1
374,1.2040213607194903,0.9566543190378036,-0.03968860788468746,0.7472791851491213,0.13705829082950005,0.7289483927264595,0.9024366595400092,0.7584232572719479,1
376,0.6682916180067646,0.6010795684929812,1.1099643370973404,0.3954714178100518,0.2716314983225499,1.1532240117073915,0.023172503453430842,0.09734468504631395,1
378,0.03515646752808887,0.3047672763722964,0.6788444827290797,0.007526296726184178,-0.19488895432002332,-0.3102885166875078,0.6730634014304668,1.419501829497582,1
380,0.4247780985918893,0.3640297347964328,0.8225511008518333,0.3168195302478432,-0.2576897844834467,0.6193041316415,0.787750030485238,1.419501829497582,1
381,-0.25705975576976037,-0.2285948494449374,-0.18339522600744107,-0.42612194821139954,-0.46179248251457244,-0.25308281525187676,-0.2444296310077014,-0.23319460106650305,1
382,-0.744086794599511,-0.4656446831414851,-0.4708084622529474,-0.6982149646428245,-0.5380506334273009,-0.7488655610273474,-0.6267183945236048,-0.23319460106650305,1
383,-0.8901949062484361,-0.7619569752621705,-0.9019283166212082,-0.9246048572205334,-0.9283129351571457,-0.8918798146164253,-0.6649472708751951,0.42788397115913096,1
384,-0.1596543480038103,-0.1693323910208003,-0.4708084622529474,-0.3123955702498271,-0.2689042184412009,-0.05286286022716727,-0.35911626006247255,-0.23319460106650305,1
386,-0.20835705188678533,-0.2285948494449374,0.10401801023806613,-0.5377225994821009,-0.3653483504778868,-0.6058513074382691,-0.5120317654688339,0.42788397115913096,1
387,-0.9876003140143857,-0.7026945168380334,-0.4708084622529474,-1.082971495690386,-1.0135426332360775,-0.8871126728301226,-1.0472360343910987,-0.23319460106650305,1
388,-0.695384090716536,-0.2285948494449374,-0.7582216984984547,-0.8130042059498318,-0.8699978785768242,-0.6868927178054135,-0.47380288911724344,1.088962543384765,1
391,-0.8414922023654611,-0.7619569752621705,-0.7582216984984547,-0.8470158330037599,-0.699538482418961,-0.9586197996246616,-0.7796338999299662,-0.23319460106650305,1
397,-0.8901949062484361,-0.7026945168380334,-0.18339522600744107,-0.8608330564944181,-0.872240765368375,-0.6821255760191106,-0.7414050235783759,-0.8942731732921371,1
398,-0.25705975576976037,0.008454984251610937,-0.03968860788468746,-0.6695176543160725,-0.7937397276640958,-0.7297969938821366,-0.16797187830452062,0.42788397115913096,1
399,0.2299672830599891,0.18624235952402218,-0.03968860788468746,-0.009479516800779898,0.01145663050265327,-0.0766985691586803,0.21431688521138273,0.09734468504631395,1
401,-0.45187057130166064,0.18624235952402218,-0.4708084622529474,-0.571734226536029,-0.6187945579231309,-0.5057413299259144,-0.35911626006247255,-0.56373388717932,1
406,-1.0850057217803357,-0.9990068089587189,-1.0456349347439615,-1.0893486757629978,-0.9888708785290183,-1.0587297771370163,-1.0090071580395084,-0.8942731732921371,1
407,0.27866998694296413,0.541817110068844,-0.9019283166212082,-0.17103474530693863,-0.19264606752847246,-0.319822800260113,0.06140137980502122,1.750041115610399,1
408,-0.062248940237860165,0.1269799010998851,-0.18339522600744107,-0.16253183854345635,-0.14778833169745578,0.29037134838662043,0.023172503453430842,0.09734468504631395,1
409,0.08385917141106393,0.008454984251610937,-1.6204614072349754,-0.3495957873400609,-0.41917763347510656,0.05678140085779269,-0.35911626006247255,-0.8942731732921371,1
410,0.27866998694296413,0.7196044853412553,0.3914312464835733,0.24029336937650483,0.10565787574778834,0.2570013558825019,0.443690143320925,1.419501829497582,1
411,0.2299672830599891,0.4232921932205699,-0.9019283166212082,-0.0987600378173413,-0.10293059586643932,-0.03856143486825945,-0.015056372898159115,1.088962543384765,1
413,-0.1596543480038103,0.008454984251610937,-0.9019283166212082,-0.286886849959381,-0.3832914448102935,-0.41993277777246746,-0.32088738371088216,0.42788397115913096,1
419,-0.1596543480038103,-0.34711976629321156,-0.32710184413019383,-0.7789925788959036,-0.9417702559064508,-0.5295770388574275,-0.35911626006247255,0.7584232572719479,1
425,0.18126457917701405,0.1269799010998851,0.6788444827290797,0.16270434515973137,-0.035643992119914265,-0.1196028452354035,0.2907746379145635,0.7584232572719479,1
427,0.37607539470891427,0.7196044853412553,0.24772462836081974,0.05004083054359413,-0.1500312184890066,-0.4008642106272573,0.36723239061774426,2.74165897394885,1
432,0.03515646752808887,0.18624235952402218,0.535137864606327,-0.18060051541585578,-0.4079631995173524,-0.5677141731478482,0.2907746379145635,2.411119687836033,1
435,-0.5979786829505858,-0.34711976629321156,-0.03968860788468746,-0.7003406913336948,-0.6793525012950035,-0.7488655610273474,-0.47380288911724344,0.09734468504631395,1
438,-1.669438168376036,-1.6508938516242262,-1.764168025357729,-1.4581622566290309,-1.300632142554584,-1.4401011200412246,-1.5059825506101827,-0.56373388717932,1
439,-0.5979786829505858,-0.2878573078690745,0.3914312464835733,-0.6440089340256264,-0.8251401427458075,-0.7393312774547418,-0.2444296310077014,0.7584232572719479,1
446,0.03515646752808887,-0.050807474172526144,0.9662577189745869,-0.02117101360056758,-0.46627825609767437,-0.7583998445999522,0.8259789068368284,0.7584232572719479,1
447,0.03515646752808887,0.18624235952402218,0.9662577189745869,-0.1380859815984456,-0.3541339165201326,-0.5534127477889405,0.7112922777820573,1.750041115610399,1
448,0.4247780985918893,0.7196044853412553,0.6788444827290797,0.2264761458858462,0.1953733474098215,0.15689137837014716,0.7112922777820573,0.42788397115913096,1
450,1.5936429917832895,1.4900164448550361,1.8284974277111077,1.912177411746159,1.18672930927529,2.449886577581699,2.278676208197261,1.750041115610399,1
455,0.13256187529403898,0.3640297347964328,-0.32710184413019383,-0.3272756570859207,-0.3788056712271918,-0.4008642106272573,-0.32088738371088216,0.09734468504631395,1
460,-1.766843576141986,-1.8286812268966375,-1.476754789112222,-1.5410655975729803,-1.4262338028814308,-1.4734711125453428,-1.5824403033133634,0.09734468504631395,1
467,0.9118051374216399,1.0751792358860779,1.2536709552200942,0.8429368862382939,0.6013358566805227,0.5525641466332636,0.9788944122431895,0.7584232572719479,1
475,-0.30576245965273546,-0.2878573078690745,0.6788444827290797,-0.5355968727912304,-0.7713108597485875,-0.725029852095834,-0.1335658895880893,2.080580401723216,1
